"animal","log_SLA","se_log_SLA","N","se_N","d13C","se_d13C"
"Eucalyptus_stellulata",1.47038048990654,0.0156081783167379,16.3,1.95528,-27.11,1.045
"Eucalyptus_stoatei",0.843656150116745,0.0487626858743603,7,1.95528,-28.16,1.045
"Eucalyptus_stowardii",1.16936224819357,0.157388810084919,10.2,1.95528,-26.24,1.045
"Eucalyptus_stricklandii",0.864316364767119,0.213527392098225,9.3,1.95528,-25.8,1.045
"Eucalyptus_subtilis",1.01253342656947,0.00608794815079809,11.7,1.95528,-26.22,1.045
"Eucalyptus_surgens",1.04886665253068,0.177543355761602,11.9,1.95528,-28.32,1.045
"Eucalyptus_synandra",1.30369016866432,0.0221495757837046,16.7,1.95528,-27.89,1.045
"Eucalyptus_talyuberlup",1.42167473580595,0.122291403949193,13.1,1.95528,-27.76,1.045
"Eucalyptus_tectifica",1.70338444179874,0.0548622379212146,12.04528478,0.897621420081757,-27.18190476,0.405926699369198
"Eucalyptus_tenella",1.36425028477762,0.0435241329712926,9.6,1.95528,-27.37,1.045
"Eucalyptus_tenera",0.854815779879466,0.0267585480622956,9.75,0.481441288513682,-24.97625,0.29410844392114
"Eucalyptus_tenuiramis",1.43098917219552,0.0250313369875791,17.1047619,1.95528,-28.102,1.045
"Eucalyptus_tenuis",1.17695173122421,0.104922762111538,10.26666667,0.811035004039762,-26.35333333,0.662252050036675
"Eucalyptus_terebra",0.963938114174194,0.193280668848774,9,1.95528,-27.36,1.045
"Eucalyptus_tetrapleura",1.19855921365084,0.152859970340016,9,1.95528,-29.16,1.045
"Eucalyptus_tetraptera",0.532294330615814,0.297610968505216,7.3,1.95528,-24.88,1.045
"Eucalyptus_tindaliae",1.69450957926842,0.0675033582704281,9.7,1.95528,-30.135,1.805
"Eucalyptus_todtiana",1.49845386453933,0.113253381755448,20.3,1.95528,-26.46,1.045
"Eucalyptus_torquata",1.11460657112847,0.0556881874699287,8.8,1.95528,-27.72,1.045
"Eucalyptus_tortilis",1.04967285965924,0.177400276725978,10.1,1.95528,-26.63,1.045
"Eucalyptus_transcontinentalis",1.20092221209738,0.0286637809852214,13.41252957,0.28519570257347,-26.26011763,0.413855286752123
"Eucalyptus_tricarpa",1.35481092387855,0.0126150467594392,12.72053333,0.5153039405158,-26.1386,0.127684723328316
"Eucalyptus_triflora",1.18456872985303,0.0772836962356711,11.44333333,1.72263686764732,-28.11333333,1.14842404092642
"Eucalyptus_trivalvis",1.09526104552041,0.051727863369498,10.8875,0.645986924900851,-26.21142857,0.45915257642245
"Eucalyptus_tumida",1.16831656149356,0.13749874084076,7.6,1.95528,-27.33,1.045
"Eucalyptus_ultima",1.1725366580393,0.156889985652056,14.2,1.95528,-28,1.045
"Eucalyptus_umbra",1.54980318800754,0.107630296131737,9.84,0.898109124772708,-31.0502,0.856518168711753
"Eucalyptus_urna",0.88871311089632,0.0289558927834661,10.49242888,0.346298733703811,-26.15846035,0.32306148324136
"Eucalyptus_utilis",0.934017098565589,0.0202346794081491,8.2,1.95528,-26.49,1.045
"Eucalyptus_valens",0.825588353986428,0.221959101061108,9.8,1.95528,-26.96,1.045
"Eucalyptus_verrucata",1.12933022823545,0.0498411812566329,7.9,1.95528,-26.02,1.045
"Eucalyptus_vicina",1.42612643446982,0.0339126452568746,17.1,1.95528,-27.78,1.045
"Eucalyptus_victoriana",0.98120850383704,0.0187838642977859,6.7,1.95528,-28.17,1.045
"Eucalyptus_victrix",1.32932924097986,0.0303864139774171,11.88571429,0.644178536117556,-28.37714286,0.651188343341158
"Eucalyptus_viridis",1.31028146952789,0.0687245379917503,12.5,1.95528,-27.45,1.045
"Eucalyptus_vittata",0.899014844991091,0.0677101346682622,10.19533333,0.207268210565709,-26.04,0.801519390491168
"Eucalyptus_wandoo_wandoo",1.1766587433076,0.0353906323149021,9.749,0.271074761488025,-27.49333333,0.184118664289318
"Eucalyptus_williamsiana",1.11737016026635,0.0225237769966172,8.8,1.95528,-27.77,1.045
"Eucalyptus_woodwardii",1.02147765530572,0.0186915112186418,12.7,1.95528,-27.82,1.045
"Eucalyptus_wyolensis",1.00837282081325,0.184880314786669,7.9,1.95528,-28.56,1.045
"Eucalyptus_xerothermica",1.10996504457428,0.0852032463841935,10.60533333,0.368484433562366,-28.42666667,0.843333333333334
"Eucalyptus_yalatensis",0.997065121095758,0.186982750322693,9,1.95528,-28.98,1.045
"Eucalyptus_yilgarnensis",1.34869674317464,0.0815255571446949,13.41647529,0.512302105587861,-25.18641479,0.472175574772464
"Eucalyptus_youngiana",1.02982621829633,0.0357914546219472,10.54748387,0.23153364316525,-26.65720905,0.255722088064799
"Eucalyptus_yumbarrana",0.728531180432779,0.244581921241633,9,1.95528,-28.02,1.045
"Eucalyptus_zopherophloia",1.41877208629386,0.122646888707438,12.9,1.95528,-26.89,1.045
