"taxon","bm_stringy","bm_iron","bm_multi","variety","has_subsp","TAS","taxon.sans.subsp","section","subgenus","subgenus.infered","section.full","subgenus.full","animal","water_logging_tolerance_.1_month..6_months.1.6_months","water_logging_tolerance_.1_month.1.6_months","water_logging_tolerance_not_applicable","lp_deciduous","pgf_tree","pgf_shrub","pgf_treelet","pgf_multi","fc_seeding","ls_500plus","fr_resprouts","rs_epicormic","rs_lignotuber","rs_none","rs_multi","inund_tol","wl_tol","bm_box","bm_gum","bm_ribbon","bm_stocking","genome_size","plant_height","leaf_area","leaf_dry_mass","leaf_delta13C","leaf_N_per_dry_mass","leaf_C_per_dry_mass","leaf_length","leaf_width","SLA","seed_mass","vein_density","vein_angle_secondary","wood_density","SLA.log","plant_height.log","leaf_width.log","leaf_length.log","leaf_area.log","leaf_dry_mass.log","seed_mass.log","num_occ","eoo_km2","aoo_km2","eoo_centroid_lon","eoo_centroid_lat","bio1_min","bio1_max","bio1_02","bio1_98","bio1_05","bio1_95","bio1_10","bio1_90","bio5_min","bio5_max","bio5_02","bio5_98","bio5_05","bio5_95","bio5_10","bio5_90","bio6_min","bio6_max","bio6_02","bio6_98","bio6_05","bio6_95","bio6_10","bio6_90","bio10_min","bio10_max","bio10_02","bio10_98","bio10_05","bio10_95","bio10_10","bio10_90","bio12_min","bio12_max","bio12_02","bio12_98","bio12_05","bio12_95","bio12_10","bio12_90","bio14_min","bio14_max","bio14_02","bio14_98","bio14_05","bio14_95","bio14_10","bio14_90","bio17_min","bio17_max","bio17_02","bio17_98","bio17_05","bio17_95","bio17_10","bio17_90","BDW_min","BDW_max","BDW_02","BDW_98","BDW_05","BDW_95","BDW_10","BDW_90","CLY_min","CLY_max","CLY_02","CLY_98","CLY_05","CLY_95","CLY_10","CLY_90","DER_min","DER_max","DER_02","DER_98","DER_05","DER_95","DER_10","DER_90","pHc_min","pHc_max","pHc_02","pHc_98","pHc_05","pHc_95","pHc_10","pHc_90","PTO_min","PTO_max","PTO_02","PTO_98","PTO_05","PTO_95","PTO_10","PTO_90","SLT_min","SLT_max","SLT_02","SLT_98","SLT_05","SLT_95","SLT_10","SLT_90","SND_min","SND_max","SND_02","SND_98","SND_05","SND_95","SND_10","SND_90","aridity_min","aridity_max","aridity_02","aridity_98","aridity_05","aridity_95","aridity_10","aridity_90","bio1_b90","bio10_b90","bio12_b90","bio14_b90","aridity_b90","PTO_b90","aridity_05.log","aridity_95.log","bio12_b90.log","bio12_05.log","bio14_05.log","bio14_b90.log","aridity_b90.log","aridity_b90.sqrt","DER_95.log","PTO_05.log","PTO_b90.log","aridity_02.log","aridity_98.log","se.leaf_area","se.leaf_delta13C","se.leaf_N_per_dry_mass","se.specific_leaf_area","se.wood_density","se.seed_mass","se.seed_length","se.seed_width","se.leaf_N_per_area","se.leaf_length","se.leaf_width","se.plant_height","se.leaf_dry_mass","se.leaf_C_per_dry_mass","se.germination","se.genome_size","se.vein_angle_secondary","se.vein_density"
"Eucalyptus_camaldulensis_camaldulensis",0,0,0,0,0,0,"Eucalyptus_camaldulensis","Exsertaria","Symphyomyrtus",0,"Exsertaria","Symphyomyrtus","Eucalyptus_camaldulensis_camaldulensis",0,1,0,NA,1,0,0,0,NA,1,1,1,1,0,1,1,1,0,0,0,0,1.205392505,42.5,1511.013636,303.0954545,NA,NA,NA,175,19.5,5.277986806,0.479444444,1.8,54.31,0.613716926,1.663544738,3.749504076,2.970414466,5.164785974,7.320535987,5.714047787,-0.735127253,591,1735756.939,2080,144.3496258,-33.59351927,11,22,13,20,13,20,14,19,20,36,22.8,34,24,33,25,32,0,12,2,10,3,9,4,8,17,30,18,28,19,27,19,26,163,1226,230,802.2,247,778,275,745,7,60,10,45,12,42,12,38,28,200,40,146.4,41,135.5,45,122,1.111506492,1.541590313,1.259601613,1.512823254,1.312645201,1.498799535,1.347085136,1.485966367,5.705720584,53.28386752,12.6237542,47.81543886,14.58685128,43.52710307,16.1578437,37.67360862,0.771696985,254.8886566,0.977458894,170.5266428,1.142858475,122.2379387,1.506529295,85.39993286,4.359173854,7.92166996,4.665915766,7.616472468,4.799185475,7.473384996,4.941085227,7.285053992,0.00933449,0.108471555,0.012128215,0.06171507,0.014091623,0.045385924,0.01524134,0.039838358,2.363657196,25.61944135,3.121632855,20.61086896,3.391930525,18.05050995,4.141461476,16.20687998,17.23774989,90.78276952,31.24134399,81.07504603,40.00736427,78.21502145,46.09826864,75.38404922,0.037099998,0.805000007,0.100559998,0.611319995,0.12105,0.548400015,0.1285,0.491600007,7,8,531,30,0.427350014,0.031294301,-2.111551594,-0.600750305,6.276643489,5.509388337,2.564949357,3.433987204,0.355819588,0.653720135,4.805969462,-4.262174787,-3.46431926,-2.297000735,-0.492134734,65.4957114162633,NA,NA,0.166523933248998,0.0381739773092392,0.0571517428769301,0.25,NA,NA,125,12.5,2.5,16.038505702942,NA,NA,0.0104532298106016,NA,NA
"Eucalyptus_campaspe",0,0,0,0,0,0,"Eucalyptus_campaspe","Glandulosae","Symphyomyrtus",0,"Glandulosae","Symphyomyrtus","Eucalyptus_campaspe",NA,NA,NA,NA,1,0,0,0,NA,NA,0,0,0,1,0,NA,NA,0,0,0,0,1.342664593,10,NA,NA,NA,NA,NA,95,16.5,NA,2.468,NA,NA,0.888,NA,2.302585093,2.803360381,4.553876892,NA,NA,0.903408106,86,21246.01677,208,121.4979108,-30.9850307,17,20,17,19,17,19,17.5,19,30,35,30,34,30.25,33,31,33,5,7,5,7,5,7,5,7,23,28,23,26,23,26,23.5,25,274,370,282.1,364.3,286,348.75,289,332,9,21,10,20.3,11,20,11,19.5,41,78,48.8,75.9,50,74,50.5,68,1.381816765,1.531877061,1.415868304,1.525209357,1.423264692,1.519824599,1.432386965,1.514433026,9.681768099,29.71400166,12.55157313,29.40477133,14.09821157,28.67402013,15.20511444,27.25622892,1.058310032,30.11408615,1.737195027,19.6916193,2.752534211,18.71077728,3.641682506,16.88676643,5.240181208,6.628112396,5.4421561,6.576492802,5.532003522,6.363830249,5.64173158,6.275175969,0.008940951,0.020617928,0.009774301,0.019878648,0.011460689,0.01971861,0.012005682,0.018832932,4.354475339,9.922852198,4.903569003,9.007724476,5.041948199,8.655005733,5.491577387,8.273189147,58.22828674,82.85196813,60.40261656,80.62270088,62.36403767,79.71978728,64.56962395,78.01968257,0.088699996,0.153899997,0.113620002,0.150919998,0.117549999,0.150000006,0.118449997,0.133900002,2,3,62.75,9,0.032450007,0.008257921,-2.140891515,-1.897119945,4.154969184,5.655991811,2.48490665,2.302585093,0.031934626,0.180138856,2.929099683,-4.468832439,-4.796582403,-2.174895714,-1.891005397,NA,NA,NA,NA,0.044,1.632,0.5,NA,NA,25,8.5,NA,NA,NA,NA,NA,NA,NA
"Eucalyptus_camphora_camphora",0,0,1,0,0,0,"Eucalyptus_camphora","Maidenaria","Symphyomyrtus",0,"Maidenaria","Symphyomyrtus","Eucalyptus_camphora_camphora",1,0,0,NA,1,0,0,0,NA,0,1,1,1,0,1,NA,1,0,1,1,0,1.167192429,10,2207.925,497.7,NA,NA,NA,90,22.5,4.438573907,0.3306,1.966666667,43.51,NA,1.490333133,2.302585093,3.113515309,4.49980967,7.699808439,6.209997486,-1.106846094,65,66235.19478,180,151.1006945,-31.77920189,12,18,12,17.16,13,15,13,14,23,29,24,28.44,24,27,24,27,1,6,1.28,5.72,2,4,2,4,17,23,18,22.44,18,20.8,18,20,669,1370,674.76,1046.8,700.2,943,785.6,926,28,84,30.8,60,39.4,58,41,57,98,276,104.72,195,125.2,185,130,184.2,1.036890994,1.510436336,1.092374206,1.488056422,1.168519954,1.451870151,1.262148043,1.438386162,14.77349122,36.00577863,15.22408133,31.93830828,15.68702774,24.20755761,16.10511872,23.90415986,0.854093552,10.4023819,0.962067094,8.804096718,1.050334954,7.969288731,1.112646294,6.306476498,4.224395116,5.908256769,4.305842463,5.667413241,4.352793503,5.101696316,4.396382713,4.991817093,0.014012573,0.046588856,0.016830479,0.040962475,0.01720968,0.028204814,0.017410246,0.025783621,12.76216761,21.88756561,13.13156029,20.58295155,14.07881762,20.43961188,14.68960142,18.91557077,42.42308617,69.17435837,42.78587786,66.8165417,47.04842784,65.9783179,50.19307582,64.21125158,0.404700011,1.088700056,0.412568007,0.785816009,0.448440003,0.72191999,0.523819995,0.692720008,2,2.8,242.8,18.6,0.273479986,0.010995134,-0.801980378,-0.325840964,5.496348217,6.551366009,3.698829785,2.975529566,0.2417533,0.52295314,2.075595245,-4.062283255,-4.510302488,-0.885354221,-0.241032599,36.4750000000001,NA,NA,0.071187256,NA,0.0866,0.4,NA,NA,40,7.5,NA,16.2,NA,0.0491030662088541,NA,NA,NA
"Eucalyptus_canaliculata",0,0,0,0,0,0,"Eucalyptus_canaliculata","Other","Symphyomyrtus",0,"Pumilio","Symphyomyrtus","Eucalyptus_canaliculata",NA,NA,NA,0,1,0,0,0,NA,NA,1,1,1,0,1,NA,NA,0,0,0,0,1.245192308,23.33333333,NA,NA,NA,NA,NA,120,27.5,NA,13.8112,NA,NA,NA,NA,3.149882953,3.314186005,4.787491743,NA,NA,2.625479857,69,17825.7027,260,151.5505443,-32.63958486,14,19,14.36,18,15.4,18,16,18,24,30,24.36,30,25.4,29,26,29,3,11,4,10,5,9.6,5,9,19,24,20.36,23.64,21,23,21,23,648,1291,681.52,1276.24,715.4,1231.6,772.6,1184.4,33,68,36,65.64,37.4,62,38.8,59.2,108,233,117.36,221.76,119,209.6,124.8,191.2,1.099978854,1.434638143,1.123025432,1.429472293,1.165230107,1.411022937,1.184291391,1.393518102,12.44920858,36.27500566,13.81909443,34.73776683,14.9138813,31.2295599,15.59184516,28.81200097,0.974706352,17.44210243,0.990847833,12.25159184,1.016739821,10.66618156,1.248569512,9.004268265,4.144030889,7.10251681,4.23911706,6.027614921,4.323431651,5.610567999,4.38919762,5.12980512,0.020715753,0.057677527,0.023201661,0.040657504,0.023611833,0.038695311,0.024090161,0.037499773,9.924095631,24.62682056,11.05047698,24.19540017,12.34698076,23.6109705,13.46041711,22.47850647,33.47094599,70.22301229,40.49713336,63.18666758,42.20233727,58.67636681,45.28119087,57.07880529,0.400000006,0.876699984,0.406320006,0.868100004,0.438820004,0.829180014,0.486899996,0.777879977,2.6,2,516.2,24.6,0.39036001,0.015083479,-0.823665963,-0.187318001,6.248429647,6.572841827,3.64805746,3.242592351,0.329562713,0.624787972,2.367078135,-3.746007311,-4.19415526,-0.900614238,-0.141448359,NA,NA,NA,NA,NA,12.4988,1,NA,NA,23.4520787991171,8.2915619758885,6.66666666666667,NA,NA,NA,NA,NA,NA
"Eucalyptus_canescens_canescens",0,0,0,0,0,0,"Eucalyptus_canescens","Dumaria","Symphyomyrtus",0,"Dumaria","Symphyomyrtus","Eucalyptus_canescens_canescens",NA,NA,NA,NA,0,0,0,0,NA,NA,1,0,1,0,0,NA,NA,0,0,0,0,1.37254902,3,2248.1,733.8,NA,NA,NA,102.5,37.5,3.065193167,1.7776,NA,37.82,NA,1.120110591,1.098612289,3.624340933,4.629862799,7.717840694,6.598236512,0.57526414,65,96390.19002,192,130.4046635,-28.51258425,18,21,19,20,19,20,19,20,33,36,34,35,34,35,34,35,4,7,5,7,5,7,5,7,25,29,25,27.72,26,27,26,27,206,368,210.28,261.44,212.2,252,213.4,240.6,10,15,11.28,14,12,14,12,14,35,51,37.56,46,39,44.8,39,44,1.445971747,1.558268825,1.446959448,1.545888856,1.452468304,1.536154135,1.462401052,1.521370415,4.415933649,25.42394002,4.620979897,15.57090584,5.449824254,12.97171151,5.834672308,11.73399496,15.84176826,58.02370071,17.21955612,56.56446762,29.62224312,53.59510422,34.49913254,52.38068619,5.181787968,6.113588254,5.232753579,6.098143508,5.401518218,6.039278507,5.491210715,6.02703077,0.009230118,0.025628098,0.009825003,0.015935459,0.010117846,0.015671614,0.010789187,0.015171729,4.34591802,9.289312998,4.485842991,7.209577758,4.577633572,7.14005971,4.690694396,6.754666185,57.68849754,90.78227234,74.82822683,90.7550265,75.49634628,89.64368362,78.17126948,88.26102168,0.057599999,0.112300001,0.057700001,0.079779999,0.057700001,0.069980003,0.05798,0.06866,1,1,39.8,2,0.012280002,0.005553767,-2.852498093,-2.65954575,3.708682081,5.357529226,2.564949357,1.098612289,0.012205215,0.110815172,3.981457725,-4.593454442,-5.193278799,-2.852498088,-2.528482445,20.55,NA,NA,0.0563735375000001,NA,NA,1,NA,NA,42.5,20.5,NA,20.2,NA,NA,NA,NA,NA
"Eucalyptus_canobolensis",0,0,1,0,0,0,"Eucalyptus_canobolensis","Other","Symphyomyrtus",1,"Other","Other","Eucalyptus_canobolensis",0,0,0,0,1,0,0,0,NA,0,1,1,1,0,1,1,1,0,1,1,0,1.191900598,21.77766667,NA,NA,NA,NA,NA,123.75,18.5,NA,0.8256,NA,NA,NA,NA,3.08088498,2.917770732,4.818263401,NA,NA,-0.191644884,21,78.34363345,36,149.0194767,-33.34257265,10,13,10,13,10,13,10,12,23,26,23,26,23,26,23,25,-1,2,-1,1.6,-1,1,-1,1,17,20,17,20,17,20,17,19,757,900,780.2,898.4,815,896,819,892,41,50,42.2,49.6,44,49,45,49,140,169,143.6,168.6,149,168,153,168,1.117100447,1.366011719,1.119298265,1.362127229,1.122594992,1.356300493,1.140377035,1.352989992,16.34774049,25.88811874,16.35404364,25.75009054,16.36349837,25.54304822,17.15946182,23.26277606,0.982163966,8.543471336,1.001366603,8.275819588,1.03017056,7.874341965,1.057752132,5.998840809,4.229966958,5.117345889,4.230731678,5.039160617,4.231878757,4.921882709,4.242658059,4.663544655,0.022066435,0.040440518,0.022180573,0.038157634,0.02235178,0.034733308,0.022657722,0.034733308,17.14877351,22.36602751,17.14877351,21.94478728,17.14877351,21.31292693,17.29300435,21.29817963,44.23510997,55.89288266,44.35444794,55.88607165,44.5334549,55.87585513,45.94630814,55.70185852,0.604099989,0.835099995,0.608220005,0.835099995,0.614400029,0.835099995,0.666700006,0.835099995,3,3,81,5,0.220699966,0.012381528,-0.48710905,-0.180203807,4.406719247,6.703188113,3.80666249,1.791759469,0.199424437,0.46978715,2.063609621,-3.800849306,-4.391549579,-0.497218612,-0.180203807,NA,NA,NA,NA,NA,NA,0.5,NA,NA,28.3853688837518,7.88986691902975,9.11928901346542,NA,NA,0,NA,NA,NA
"Eucalyptus_capillosa",0,0,0,0,1,0,"Eucalyptus_capillosa","Glandulosae","Symphyomyrtus",0,"Glandulosae","Symphyomyrtus","Eucalyptus_capillosa",NA,NA,NA,NA,1,0,0,0,NA,NA,1,0,1,0,0,NA,NA,0,0,0,0,1.306760848,NA,1809.966414,557.9133826,-25.75168355,12.57227673,NA,NA,NA,3.264946154,NA,NA,NA,0.839916072,1.183243271,NA,NA,NA,7.501063568,6.324203722,NA,148,135977.9353,572,118.9954891,-31.38196316,15,20,16,20,16,19,16,19,28,36,29,35,30,35,31,34,5,6,5,6,5,6,5,6,20,28,21,28,22,27,23,26,272,419,284,390.06,297.35,379.6,316.1,371.3,10,21,10,18.06,11,18,11,17,38,77,39.94,64.12,41,61,41,59,1.320523938,1.627462626,1.459432377,1.562783956,1.467290639,1.546423492,1.483921919,1.539127813,4.769755125,23.9626538,8.660802759,22.73983105,9.750242154,20.98611265,11.26364127,18.95558513,0.405453056,36.59937286,1.353010371,31.62237999,4.055777144,23.95488224,5.617296124,20.32486382,4.842602253,6.41861256,5.056450138,6.353618164,5.108382591,6.22908055,5.198931479,6.09304328,0.007597554,0.034406668,0.0078554,0.017551264,0.008179438,0.016554612,0.008586217,0.015053373,1.160635501,9.65966177,1.990090451,7.861515257,2.421506462,6.950079628,3.038422664,6.309221117,62.62296995,93.54383087,68.34045016,89.77242767,70.62785187,85.08986028,72.70526848,83.66064898,0.090099998,0.209299996,0.092339999,0.188768004,0.10345,0.184219994,0.114780002,0.177330002,3,5,82.25,7,0.080769994,0.008375174,-2.268666876,-1.691624614,4.421848129,5.694909896,2.48490665,2.079441542,0.077673745,0.284200624,3.176172154,-4.806131884,-4.78248341,-2.382277873,-1.66723651,103.530744884675,0.867771433931167,0.755797732946351,0.0597345503327705,0.0330283454317325,NA,NA,NA,0.245950391316204,NA,NA,NA,30.8565146341662,NA,NA,NA,NA,NA
"Eucalyptus_capitellata",0,0,0,0,0,0,"Eucalyptus_capitellata","Eucalyptus","Eucalyptus",0,"Eucalyptus","Eucalyptus","Eucalyptus_capitellata",NA,NA,NA,0,1,0,0,0,NA,NA,1,1,1,0,1,NA,NA,0,0,0,0,1.127557684,16.66675,1557.8125,398.25,-28.4295,10.8446,524.58,117.5,27,4.141163141,0.866433333,1.05,37.09,0.681,1.4209767,2.813415717,3.295836866,4.766438334,7.351037873,5.987079949,-0.143370111,95,30414.92832,296,150.8649857,-33.8903557,12,19,14.88,19,16,18,16,18,23,28,23.88,28,24,28,24,27,1,12,4.88,12,6,12,6,11.6,18,23,20,23,21,23,21,23,649,1400,828.04,1396.48,850,1384.9,927.6,1290.8,42,73,48,72.12,50.1,72,53,70,134,237,148,236.12,157.9,235.3,171.8,231.6,1.136216164,1.434884469,1.168241103,1.411492378,1.209751117,1.391695088,1.215607794,1.376759358,11.35536051,37.24588966,12.36441811,35.65499751,13.36094001,31.24072008,14.43830929,23.82786903,0.848692894,34.73655701,1.00725255,18.01731781,1.058467889,10.6320344,1.102180362,8.246675873,4.045352538,5.003578504,4.070344229,4.85144488,4.083525419,4.735929147,4.151258055,4.626456483,0.014983077,0.039474547,0.016710973,0.038877315,0.018151802,0.037579693,0.018758435,0.033590604,7.351784786,22.21344185,9.920275103,18.95594067,10.91600919,18.4685559,11.84223893,17.23731143,43.32586861,77.37642924,43.66052966,72.17385534,45.30921993,69.7384374,47.40806313,63.87979673,0.503799975,0.89230001,0.563916004,0.87236601,0.608380008,0.853330025,0.627799982,0.831639999,2,2,534.9,21.9,0.244950017,0.01942789,-0.49695558,-0.158608907,6.283947577,6.745236349,3.933784497,3.131136911,0.219095382,0.494924254,2.363871557,-4.008985418,-3.941045596,-0.572849968,-0.136546207,233.155903112595,0.4895,1.9554,0.311060461226244,0.036226141573915,0.239916789934902,0.45,NA,NA,23.9356776939085,4.63680924774785,3.90860873318968,7.30000000000001,NA,NA,NA,NA,NA
"Eucalyptus_captiosa",0,0,0,0,0,0,"Eucalyptus_captiosa","Dumaria","Symphyomyrtus",0,"Dumaria","Symphyomyrtus","Eucalyptus_captiosa",NA,NA,NA,NA,1,0,0,0,1,0,1,0,1,0,0,NA,NA,0,0,0,0,1.232746311,NA,NA,NA,-26.26,9.1,NA,64,9,2.361152542,1.7016,NA,NA,NA,0.859149865,NA,2.197224577,4.158883083,NA,NA,0.531568985,131,108150.8713,408,119.6275715,-33.31251403,15,17,15,17,15,16,15,16,23,32,25,31,25.5,30,26,29,5,10,5,9,5,8,5,7,19,24,19,23.4,20,22,20,22,322,604,339.2,545,345,500.5,358,461,10,26,10,24,11,23,13,22,38,95,40.6,86.8,44,84,50,81,1.430746774,1.5432989,1.449662296,1.53027904,1.457420409,1.51986299,1.467697422,1.509952982,4.760295868,24.18406677,6.7624729,23.14938831,9.407331785,22.45618486,11.78413288,20.9060874,0.45279637,45.9394455,2.228779554,41.31114883,4.362667561,40.37509727,6.476437092,38.4952774,4.584250689,6.914668322,5.074684636,6.610594241,5.187565605,6.476263523,5.195819219,6.362806797,0.008512075,0.020800536,0.008703725,0.018587639,0.008768281,0.016686238,0.009107241,0.014844977,1.189889371,7.833404779,1.484861803,5.573427725,2.117938707,5.092082878,2.699621181,4.635923902,69.71110408,91.91747665,70.07931417,89.40827154,70.85302734,85.33434995,72.03139051,82.91900762,0.150600001,0.417699993,0.165819994,0.302799994,0.175450005,0.275849998,0.182999998,0.254000008,1,2,155.5,12,0.100399993,0.007917957,-1.740401151,-1.287898047,5.05305601,5.843544417,2.48490665,2.564949357,0.095673744,0.31685958,3.698213191,-4.736614447,-4.838622116,-1.796852452,-1.194682777,NA,NA,NA,NA,NA,NA,0.75,NA,NA,24,4,NA,NA,NA,NA,NA,NA,NA
"Eucalyptus_carnabyi",0,0,0,0,0,0,"Eucalyptus_carnabyi","Other","Other",0,"Other","Other","Eucalyptus_carnabyi",NA,NA,NA,NA,0,0,0,0,NA,NA,1,0,1,0,0,NA,NA,0,0,0,0,NA,5,NA,NA,NA,NA,NA,77.5,40,NA,NA,NA,NA,NA,NA,1.609437912,3.688879454,4.350277936,NA,NA,NA,102,320633.7031,312,121.3129756,-27.06191667,19,26,20,23,20,23,20,23,33,39,34.02,38,35,38,35,38,5,10,5,7,6,7,6,7,26,32,27,31,27,31,27,31,234,373,236,299.96,237.05,293,241.1,292,2,12,4,10,5,9,5,9,13,50,19,41,19.05,41,20.1,41,1.399908761,1.577602684,1.422849944,1.575814359,1.473212858,1.561385985,1.497415104,1.54907071,9.173204184,29.23810673,13.68974682,24.47400927,14.37535039,22.51186155,15.38581278,21.43729213,2.337709188,32.08147049,3.204947543,31.49989037,5.012639141,28.3448863,7.454343224,25.11940994,5.123454412,6.298759143,5.179181093,6.216175129,5.288192944,6.150324623,5.405290238,6.117781377,0.010670382,0.024749893,0.011986831,0.024444101,0.012396299,0.02202912,0.013607761,0.020496201,3.402736425,9.270355384,3.67643201,8.800460815,3.813875604,7.661475106,3.902414012,5.434926033,63.73668353,85.35069275,66.51890739,83.50355835,69.64736799,80.8200098,71.22916107,79.61682002,0.068300001,0.120399997,0.068300001,0.106331998,0.068610003,0.102399997,0.073770003,0.101899996,3,4,55.95,4,0.033789995,0.009632821,-2.679316941,-2.278868592,4.04217369,5.468271089,1.791759469,1.609437912,0.033231655,0.18382055,3.344446637,-4.390357309,-4.642579158,-2.683845498,-2.241189023,NA,NA,NA,NA,NA,NA,0.433012701892219,NA,NA,10.1036297108185,8.66025403784439,0,NA,NA,NA,NA,NA,NA
"Eucalyptus_carnea",0,0,0,0,0,0,"Eucalyptus_carnea","Eucalyptus","Eucalyptus",0,"Eucalyptus","Eucalyptus","Eucalyptus_carnea",NA,NA,NA,0,1,0,0,0,1,NA,1,1,1,0,1,NA,NA,0,0,0,0,1.071133168,21.66666667,3234.25,703.7,NA,NA,NA,122.5,28,4.597289017,0.468,3.4,43.95,0.851,1.525466786,3.075774981,3.33220451,4.80811103,8.081552341,6.556352129,-0.759286983,207,123136.7206,676,152.3468376,-29.26568453,13,21,14,21,15,20,16.6,20,24,30,25,30,25,30,25,29,2,14,2.12,12,3.3,12,6,11,18,26,20,25,20,25,22,24,670,1760,752.6,1602.76,812,1499.4,863.4,1431.4,26,70,28,64,31,60,33,58,88,229,90,211,101.3,200,106,193,0.93835332,1.445033848,1.025378056,1.429190512,1.075519948,1.400065458,1.146668514,1.389695617,12.50036176,37.9204998,14.27444339,33.84881093,15.93775207,30.38127092,16.84268621,27.97695376,0.704703927,25.7883358,0.971588106,21.78484871,1.045980597,14.00510616,1.378819251,10.26313457,4.235164245,5.878938993,4.301376619,5.48236378,4.321432098,5.440952015,4.396467797,5.260912244,0.013486483,0.085696468,0.01839261,0.064497866,0.02310301,0.057168192,0.02435789,0.044418257,6.949947675,30.70080662,12.61664509,26.8624019,13.65408975,25.77620217,14.40851021,24.25546265,32.25230217,80.17057673,35.67244975,62.33912267,37.82230428,60.16867835,39.25013021,57.36232592,0.397700012,1.273100019,0.432399988,1.072040033,0.481249994,0.968639982,0.520020008,0.882170016,5,5,687.4,29,0.487389988,0.034065182,-0.731368406,-0.031862272,6.534370064,6.69950034,3.465735903,3.401197382,0.397022898,0.698133216,2.639421989,-3.767792351,-3.379479473,-0.838404221,0.069563406,22.5500000000002,NA,NA,0.0607240360000003,0.019,NA,0.25,NA,NA,30.6526235962492,6.94022093788567,6.00925212577332,14.2,NA,NA,NA,NA,NA
"Eucalyptus_carnei",0,0,0,0,0,0,"Eucalyptus_carnei","Glandulosae","Symphyomyrtus",0,"Glandulosae","Symphyomyrtus","Eucalyptus_carnei",NA,NA,NA,NA,1,0,0,0,NA,NA,0,0,0,1,0,NA,NA,0,0,0,0,1.253023706,6,1877,874,-25.205,8.55,513.2,114,22.5,2.45575292,5.9374,NA,NA,0.957,0.898433403,1.791759469,3.113515309,4.736198448,7.537430037,6.773080376,1.781271327,102,320633.7031,312,121.3129756,-27.06191667,19,26,20,23,20,23,20,23,33,39,34.02,38,35,38,35,38,5,10,5,7,6,7,6,7,26,32,27,31,27,31,27,31,234,373,236,299.96,237.05,293,241.1,292,2,12,4,10,5,9,5,9,13,50,19,41,19.05,41,20.1,41,1.399908761,1.577602684,1.422849944,1.575814359,1.473212858,1.561385985,1.497415104,1.54907071,9.173204184,29.23810673,13.68974682,24.47400927,14.37535039,22.51186155,15.38581278,21.43729213,2.337709188,32.08147049,3.204947543,31.49989037,5.012639141,28.3448863,7.454343224,25.11940994,5.123454412,6.298759143,5.179181093,6.216175129,5.288192944,6.150324623,5.405290238,6.117781377,0.010670382,0.024749893,0.011986831,0.024444101,0.012396299,0.02202912,0.013607761,0.020496201,3.402736425,9.270355384,3.67643201,8.800460815,3.813875604,7.661475106,3.902414012,5.434926033,63.73668353,85.35069275,66.51890739,83.50355835,69.64736799,80.8200098,71.22916107,79.61682002,0.068300001,0.120399997,0.068300001,0.106331998,0.068610003,0.102399997,0.073770003,0.101899996,3,4,55.95,4,0.033789994,0.009632821,-2.679316939,-2.278868596,4.188896879,5.468271089,NA,2.63905733,2.305958396,0.183820548,3.344446636,-4.390357319,-4.642579157,-2.683845498,-2.241189023,NA,1.045,0.75,0.30858292,NA,1.2026,0.6,NA,NA,31,7.5,NA,NA,NA,NA,NA,NA,NA
"Eucalyptus_castrensis",0,0,0,0,0,0,"Eucalyptus_castrensis","Other","Symphyomyrtus",1,"Other","Other","Eucalyptus_castrensis",NA,NA,NA,NA,1,0,0,0,NA,NA,1,0,1,0,0,NA,NA,0,0,0,0,1.270230505,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4504,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.797619202,13,0.282630278,8,151.2341726,-32.75497517,17,17,17,17,17,17,17,17,28,29,28,29,28,29,28.2,29,5,6,5,6,5,6,5.2,6,22,23,22,23,22,23,22.2,23,838,846,838,846,838,846,839.6,846,44,45,44,45,44,45,44.2,45,138,139,138,139,138,139,138.2,139,1.291146199,1.337360779,1.291146199,1.337360779,1.291146199,1.337360779,1.293133557,1.336856898,20.18924077,29.45017179,20.18924077,29.07970327,20.18924077,28.52400049,21.40017001,27.90655295,3.813345194,5.946846485,3.813345194,5.946846485,3.813345194,5.946846485,4.071948147,5.847740173,4.918261846,5.046363195,4.918261846,5.036733144,4.918261846,5.022288068,4.924159924,5.006237984,0.027220553,0.029748759,0.027220553,0.029748759,0.027220553,0.029748759,0.027221729,0.029676201,14.69814412,16.16536204,14.74970151,16.16536204,14.82703759,16.16536204,14.91426989,15.99028295,51.94786898,55.73025004,51.94786898,55.6989918,51.94786898,55.65210444,52.30171483,55.43899511,0.461400002,0.541800022,0.461400002,0.541800022,0.461400002,0.541800022,0.464399999,0.528720015,0,1,8,1,0.08040002,0.002528206,-0.773489928,-0.612858308,2.197224577,6.7310181,3.80666249,0.693147181,0.077331361,0.283548973,1.782861077,-3.603782962,-5.980245511,-0.773489929,-0.612858309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
